OBJECTID;X;Y;Name;addrln1;city;post_id;zip;latitude;longitude;POINT_X;POINT_Y
157234344;-118.234712056688892;34.035577066892849;Commercial Meats Packaging Company;1738 Industrial Street;Los Angeles;48542;90021;34.0355771;-118.234712;6490559.11554597;1835410.60176507
157234345;-118.251471156365596;33.77699306750835;E Street Cold Logistics Limited Liability Company;901 East E Street;Wilmington;48543;90744;33.7769931;-118.2514711;6485246.15996455;1741318.38673465
157234346;-118.237042056423533;33.977649166777169;Woodland Farms;6820 Wilson Avenue;Los Angeles;48544;90001;33.9776492;-118.237042;6489803.47860581;1814331.17377965
157234347;-118.249798955932647;34.035101266601131;East Olympic Poultry;940 Crocker Street;Los Angeles;48545;90021;34.0351013;-118.2497989;6485987.78315322;1835248.46527831
157234348;-117.747848157814204;34.060881867414892;West End Veal;338 North Gibbs Street;Pomona;48546;91767;34.0608819;-117.7478481;6638042.23494922;1844632.28771798
157234349;-118.402406756200037;34.282100866048125;Graciana Tamale Factory;12241 Foothill Boulevard;Sylmar;48547;91342;34.2821009;-118.4024067;6440111.65213664;1925285.46630631
157234350;-118.20755345607067;33.987598167147283;Orient Fishery Incorporated Markesa International;5970 Alcoa Avenue;Vernon;48548;90058;33.9875982;-118.2075534;6498751.35178614;1817932.04387447
157234351;-118.055654856343381;33.918578067082336;Viet Hung Paris Company Incorporated;12419 Shoemaker Avenue;Santa Fe Springs;48549;90670;33.9185781;-118.0556548;6544784.88406272;1792753.84619948
157234352;-118.22764345640185;34.067598266975381;City Glatt Incorporated;1600 Naud Street;Los Angeles;48550;90012;34.0675983;-118.2276434;6492727.09185305;1847058.7845054
157234353;-117.9386604570321;34.00466826736718;P And C Poultry Distribution Incorporated;1100 John Reed Court;City Of Industry;48551;91745;34.0046683;-117.9386604;6580261.40366071;1824084.92231673
157234354;-118.053449856243617;33.946888067230496;Bot-N-Bot;13005 Los Nietos Road;Santa Fe Springs;48552;90670;33.9468881;-118.0534498;6545459.35023347;1803056.12283897
157234355;-117.839951956884633;34.010707967544455;Golden State Foods Incorporated;21489 Baker Parkway;City Of Industry;48553;91789;34.010708;-117.8399519;6610174.89009348;1826315.83681814
157234356;-118.237104256484614;34.016038167414656;Florentynas Fresh Pasta Factory;1864 East 22Nd Street;Los Angeles;48554;90058;34.0160382;-118.2371042;6489817.57437813;1828301.72720331
157234357;-118.249167456554133;34.010383866710704;2 Sisters Food Group Incorporated;4020 Compton Avenue;Los Angeles;48555;90011;34.0103839;-118.2491674;6486156.81332697;1826252.86155039
157234358;-118.309372756417758;33.820509967180605;Michael B'S Limited Liability Company;22625 South Western Avenue;Torrance;48556;90501;33.82051;-118.3093727;6467698.17143856;1757204.39564498
157234359;-118.100460356879552;33.954886466740469;Quentin Meat Company;9469 Telegraph Road;Pico Rivera;48557;90660;33.9548865;-118.1004603;6531204.28031847;1805977.82828164
157234360;-118.209818556049271;33.840710367224247;Pacific Coast Container;2888 El Presidio Street;Carson;48558;90810;33.8407104;-118.2098185;6497953.11617789;1764477.73542897
157234361;-118.234826656655642;33.997951166560981;Huxtable'S Kitchens;2100 East 49Th Street;Vernon;48559;90058;33.9979512;-118.2348266;6490492.40668988;1821717.89719515
157234362;-118.21351565621022;33.997713767080263;T And T Foods Incorporated;3080 East 50Th Street;Vernon;48560;90058;33.9977138;-118.2135156;6496951.75696014;1821617.09719989
157234363;-118.19104275673098;33.997312867088532;Golden Oval Eggs Limited Liability Company;4767 East 49Th Street;Vernon;48561;90058;33.9973129;-118.1910427;6503763.21676239;1821457.49417265
157234364;-118.351699455985198;34.174483166306374;Judys Catering Incorporated;3803 1/2 West Burbank Boulevard;Burbank;48562;91505;34.1744832;-118.3516994;6455292.17394088;1886064.21600881
157234365;-117.791957356939889;34.008089867636507;Merchant Enterprises;931 South Pantera Drive;Diamond Bar;48563;91765;34.0080899;-117.7919573;6624722.20220613;1825389.69234498
157234366;-118.19071555591043;33.995241566690552;Premier Meat Company;5030 Gifford Avenue;Vernon;48564;90058;33.9952416;-118.1907155;6503860.96459839;1820703.5183184
157234367;-117.924060957634495;34.132001167020299;S And S Foods Incorporated Limited Liability Company;1120 West Foothill Boulevard;Azusa;48565;91702;34.1320012;-117.9240609;6584651.27217755;1870426.82471147
157234368;-118.309238256105189;34.174656666341626;Jacobellis Sausage Company Incorporated;410 South Varney Street;Burbank;48566;91502;34.1746567;-118.3092382;6468135.51997331;1886085.13164939
157234369;-118.237354256489539;33.991424166974213;Broadleaf Usa Incorporated;5600 South Alameda Street;Vernon;48567;90058;33.9914242;-118.2373542;6489720.66249847;1819344.39341198
157234370;-118.594413955602505;34.192768966326454;Eggology Incorporated;6728 Eton Avenue;Canoga Park;48568;91303;34.192769;-118.5944139;6381918.60349672;1893064.13114281
157234371;-118.229137656761537;34.013272167006932;K And M Food Service;2443 East 27Th Street;Vernon;48569;90058;34.0132722;-118.2291376;6492229.4973758;1827289.52745606
157234372;-118.223688656322935;34.00613346679679;Overhill Farms Incorporated;2727 East Vernon Avenue;Vernon;48570;90058;34.0061335;-118.2236886;6493875.0492028;1824687.89650448
157234373;-118.578362256194666;34.434056165706018;Mikailian Meat Products Incorporated;25310 Avenue Stanford;Valencia;48571;91355;34.4340562;-118.5783622;6387277.84441863;1980843.3358334
157234374;-118.148534455925017;33.960622466830472;Durango Foods;7777 South Scout Avenue;Bell Gardens;48572;90201;33.9606225;-118.1485344;6516628.2025153;1808083.33686589
157234375;-118.175435656922232;34.048339467157206;Dolores Canning Company Incorporated;1020 North Eastern Avenue;Los Angeles;48573;90063;34.0483395;-118.1754356;6508526.30205247;1840018.44359922
157234376;-117.747159357521639;34.059437367241344;Unistar Food Processing Incorporated;128 North Gibbs Street;Pomona;48574;91767;34.0594374;-117.7471593;6638252.18105164;1844107.13194415
157234377;-118.212570056456869;33.997067666935465;Protein Incorporated;5100 South Boyle Avenue;Vernon;48575;90058;33.9970677;-118.21257;6497237.87941939;1821381.36112282
157234378;-118.291416456446058;33.797111667003684;La Espanola Meat Incorporated;25020 Doble Avenue;Harbor City;48576;90710;33.7971117;-118.2914164;6473127.70683931;1748672.8592304
157234379;-118.223773855843433;33.99414406691529;E Hwa Food Products Company;2639 East 54Th Street;Huntington Park;48577;90255;33.9941441;-118.2237738;6493839.51384081;1820324.77629372
157234380;-117.88715565768274;34.090999467194571;Filmore Foods Incorporated;525 North Howard Avenue;Covina;48578;91723;34.0909995;-117.8871556;6595836.4259883;1855516.04088481
157234381;-118.438481356340418;34.278402766108421;Cucina Della Cucina;620 Celis Street;San Fernando;48579;91340;34.2784028;-118.4384813;6429208.46331313;1923985.25401172
157234382;-118.018723656435981;34.053911766871821;Myhall Food Corporation;2652 Durfee Avenue;El Monte;48580;91732;34.0539118;-118.0187236;6555998.83604422;1842000.46555381
157234383;-117.879543257284709;33.999358467547459;Great River Food Corporation;19355 East San Jose Avenue;City Of Industry;48581;91748;33.9993585;-117.8795432;6598181.21230923;1822168.78277631
157234384;-118.255836656058861;33.876044567510682;K T'S Kitchens Incorporated;1065 East Walnut Street;Carson;48582;90746;33.8760446;-118.2558366;6484011.19721138;1777369.05839956
157234385;-118.134994457609949;34.700725465508654;Harvest Farms Incorporated;45000 North Yucca Avenue;Lancaster;48583;93534;34.7007255;-118.1349944;6521095.8294068;2077416.60856573
157234386;-118.240826456987833;34.224412366494434;Harmony Farms;2824 Foothill Boulevard;La Crescenta;48584;91214;34.2244124;-118.2408264;6488871.26852797;1904135.46136232
157234387;-118.19908255611773;33.785606067360071;Olympic Gold Meats Incorporated;540 West 15Th Street;Long Beach;48585;90813;33.7856061;-118.1990825;6501173.67896247;1744417.21255797
157234388;-118.329115256108167;33.974726167408058;Money Saver'S Meat Incorporated;3233 West Florence Avenue;Los Angeles;48586;90043;33.9747262;-118.3291152;6461885.15091239;1813346.05173415
157234389;-118.288344156040338;34.166332266421087;Continental Gourmet Sausage Company;6406 San Fernando Road;Glendale;48587;91201;34.1663323;-118.2883441;6474446.61857155;1883036.95828381
157234390;-118.278721155908627;33.885120367072851;Lets Do Lunch Incorporated Doing Business As Integrated Food Service;310 West Alondra Boulevard;Gardena;48588;90248;33.8851204;-118.2787211;6477073.78851405;1780690.41855472
157234391;-118.264144755954661;33.736040267432621;Del Monte Corporation;1054 Ways Street;Terminal Island;48589;90731;33.7360403;-118.2641447;6481355.39084323;1726424.38699514
157234392;-118.035258556425845;34.107001767404988;Lucksen Trading Company;119 West Live Oak Avenue;Arcadia;48590;91007;34.1070018;-118.0352585;6550997.09014222;1861322.26942982
157234393;-118.213770456378882;34.004249367335255;Overhill Farms Incorporated;3055 East 44Th Street;Vernon;48591;90058;34.0042494;-118.2137704;6496879.58289188;1823995.69480489
157234394;-118.045250756972507;33.912537667058714;Nishimoto Trading Company Limited;13409 Orden Drive;Santa Fe Springs;48592;90670;33.9125377;-118.0452507;6547940.45714788;1790554.02251515
157234395;-118.215723256542574;33.998619767436061;Value Meats Doing Business As Charlies Pride Meats;2959 East 50Th Street;Vernon;48593;90058;33.9986198;-118.2157232;6496283.32128914;1821948.23728564
157234396;-118.360313556270214;33.918717267209566;First Class Foods Incorporated;12500 Inglewood Avenue;Hawthorne;48594;90250;33.9187173;-118.3603135;6452353.04333623;1792995.7548364
157234397;-118.221803056688785;33.849334167461663;New Zealand Lamb Cooperative Incorporated;19840 South Rancho Way;Compton;48595;90220;33.8493342;-118.221803;6494320.62049013;1767623.96174806
157234398;-118.303548355908674;33.90255876754096;Paisano Meat Incorporated;1529 West Rosecrans Avenue;Gardena;48596;90249;33.9025588;-118.3035483;6469557.50203747;1787058.46028057
157234399;-118.279939156341015;33.886523667248795;Lets Do Lunch Incorporated Doing Business As Integrated Food Service;345 West Alondra Boulevard;Gardena;48597;90248;33.8865237;-118.2799391;6476705.52809572;1781202.13833182
157234400;-118.210407956639202;33.866800566993113;Gourmet Foods Incorporated;2910 East Harcourt Street;Compton;48598;90221;33.8668006;-118.2104079;6497794.00330713;1773972.96709464
157234401;-118.574326956275584;34.234040466597435;Excelline Food Products Limited Liability Company;20232 Sunburst Street;Chatsworth;48599;91311;34.2340405;-118.5743269;6388078.69321063;1908048.0168574
157234402;-118.194346756282457;33.905050566795623;Mci Foods Incorporated Doing Business As Los Cabos Mexican Foods;12835 Atlantic Avenue;Compton;48600;90221;33.9050506;-118.1943467;6502696.82289781;1787883.21289614
157234403;-118.197943156744159;33.988695867307108;Golden Key Food Incorporated Doing Business As Aa Meat Products Corporation;3721 East Slauson Avenue;Maywood;48601;90270;33.9886959;-118.1979431;6501665.45816264;1818325.64282481
157234404;-118.600518556133835;34.200106466050393;Golden Farms Incorporated;7133 Remmet Avenue;Canoga Park;48602;91303;34.2001065;-118.6005185;6380088.53694689;1895745.30491431
157234405;-118.352109756435269;33.967339567285102;Goodman Food Products Incorporated Doing Business As Don Lee Farms;200 East Beach Avenue;Inglewood;48603;90302;33.9673396;-118.3521097;6454904.00772247;1810681.55181381
157234406;-117.9563760568237;34.02086016737816;O'Tasty Foods Incorporated;160 South Hacienda Boulevard;City Of Industry;48604;91745;34.0208602;-117.956376;6574889.5249688;1829974.67792565
157234407;-118.144754755949393;33.961395067295783;Ndk Foods Incorporated Doing Business As Unified Nutrimeals;7512 Scout Avenue;Bell Gardens;48605;90201;33.9613951;-118.1447547;6517774.7769938;1808362.83040139
157234408;-118.600415655827362;34.244345666578731;Nestle Usa;9601 Canoga Avenue;Chatsworth;48606;91311;34.2443457;-118.6004156;6380215.81621988;1911844.2766533
157234409;-118.065361456967167;33.830881267490746;Autentico Foods Corporation;21720 Hawaiian Avenue;Hawaiian Gardens;48607;90716;33.8308813;-118.0653614;6541819.18887864;1760840.62721765
157234410;-118.15015335676722;34.1617803668126;Gourmets Fresh Pasta;950 North Fair Oaks Avenue;Pasadena;48608;91103;34.1617804;-118.1501533;6516246.6324123;1881289.26296031
157234411;-118.29954745614603;33.793913067149667;Flying Food Group Limited Liability Company;25324 Frampton Avenue;Harbor City;48609;90710;33.7939131;-118.2995474;6470653.75935939;1747516.06790881
157234412;-117.950407656947405;34.01231146724345;Snak King Corporation;16150 East Stephens Street;City Of Industry;48610;91745;34.0123115;-117.9504076;6576699.63880263;1826864.47285998
157234413;-118.302954456378529;33.902396967088428;Paisano Meat Incorporated;1521 West Rosecrans Avenue;Gardena;48611;90249;33.902397;-118.3029544;6469737.54498447;1786999.03389023
157234414;-118.232453656821178;33.999969966727335;Cargill Meat Solutions Incorporated - Cargill Food Distribution;2350 East 48Th Street;Vernon;48612;90058;33.99997;-118.2324536;6491213.38064164;1822450.90622781
157234415;-118.050540256169768;33.907754967217286;Jbs Swift And Company;13215 Cambridge Street;Santa Fe Springs;48613;90670;33.907755;-118.0505402;6546334.65327288;1788814.25270073
157234416;-118.228661256704925;34.200768367051914;Schreiners Fine Sausages Incorporated;3417 Ocean View Boulevard;Glendale;48614;91208;34.2007684;-118.2286612;6492529.08896822;1895522.41723673
157234417;-118.225721056656141;34.044268566878827;Russak'S Cured And Smoked Products;1407 Boyd Street;Los Angeles;48615;90033;34.0442686;-118.225721;6493290.23672414;1838567.36283998
157234418;-118.166551356495987;33.880264067033039;Four Star Meat Company Incorporated;2240 East 69Th Street;Long Beach;48616;90805;33.8802641;-118.1665513;6511116.24011405;1778847.69094098
157234419;-118.600006355897193;34.249428165905805;Coo Coo Rico Off The Hook;21610 Lassen Street;Chatsworth;48617;91311;34.2494282;-118.6000063;6380350.55184281;1913693.11875615
157234420;-118.209345756207185;34.005003866855496;Culver City Meat Company;3450 East Vernon Avenue;Vernon;48618;90058;34.0050039;-118.2093457;6498221.21603538;1824267.44951072
157234421;-118.161723356880742;33.953796467108447;Los Angeles Inspection Service;8446 Garfield Avenue;Bell Gardens;48619;90201;33.9537965;-118.1617233;6512624.75743823;1805605.38348848
157234422;-118.309255555914746;33.982913166577887;Meadow Farms Sausage Company Incorporated;6215 South Western Avenue;Los Angeles;48620;90047;33.9829132;-118.3092555;6467915.6050588;1816306.33879256
157234423;-117.997253257142589;34.13347696732761;King Cheese Corporation;229 Railroad Avenue;Monrovia;48621;91016;34.133477;-117.9972532;6562501.55827497;1870955.22490139
157234424;-117.751665357305541;34.093051767275661;Lings;212 West Santa Fe Street;Pomona;48622;91767;34.0930518;-117.7516653;6636857.15759496;1856336.61306256
157234425;-118.101288656503996;34.097481067210964;Hsi Enterprises Incorporated;260 Clary Avenue;San Gabriel;48623;91776;34.0974811;-118.1012886;6531005.37520447;1857871.0857154
157234426;-118.29953195585766;33.804332867406721;Corn Maiden Foods Incorporated;24201 Frampton Avenue;Harbor City;48624;90710;33.8043329;-118.2995319;6470669.7688418;1751308.08788382
157234427;-118.052025556272625;33.96025136704381;Champ Meatball Company;12403 Slauson Avenue;Whittier;48625;90606;33.9602514;-118.0520255;6545893.84805214;1807919.09047523
157234428;-118.213465656280135;34.006053566701219;Real Mex Foods;3305 East Vernon Avenue;Vernon;48626;90058;34.0060536;-118.2134656;6496973.35763872;1824652.08194356
157234429;-118.224214255885741;33.835303167423334;Rose Foods;21304 South Alameda Street;Carson;48627;90810;33.8353032;-118.2242142;6493577.07965438;1762519.35942447
157234430;-118.348951555641463;33.971421967317802;Rocker Brothers Meat And Provision Incorporated;405 North Centinela Avenue;Inglewood;48628;90302;33.971422;-118.3489515;6455866.78762105;1812163.87562081
157234431;-118.236329655778988;33.978659367208301;Rogers Poultry Company;2020 East 67Th Street;Los Angeles;48629;90001;33.9786594;-118.2363296;6490020.32955006;1814698.29738922
157234432;-118.221037456901058;34.072735766734972;Al'S Wholesale Meats Incorporated;1915 North Broadway;Los Angeles;48630;90031;34.0727358;-118.2210374;6494731.8683553;1848923.94941023
157234433;-118.096059256792387;34.002989467012355;American Company;5201 Industry Avenue;Pico Rivera;48631;90660;34.0029895;-118.0960592;6532555.7060933;1823482.20928331
157234434;-118.315190156685475;34.18041396617916;Aries Prepared Beef Company;17 West Magnolia Boulevard;Burbank;48632;91502;34.180414;-118.3151901;6466341.83327197;1888185.89877331
157234435;-118.229018556458684;34.047415366811101;B And S Food Products;107 South Myers Street;Los Angeles;48633;90033;34.0474154;-118.2290185;6492293.90046223;1839714.80148998
157234436;-118.117565656504723;33.919741567386552;Florence Meat Packing Incorporated;9843 Everest Street;Downey;48634;90242;33.9197416;-118.1175656;6526001.89242931;1793193.45391606
157234437;-118.089063056390899;34.095986066921185;Del Mar Meats Incorporated;850 East Commercial Avenue;San Gabriel;48635;91776;34.0959861;-118.089063;6534706.17193672;1857323.52283414
157234438;-118.225246956287862;34.004917467313106;Camino Real Foods Incorporated;2638 East Vernon Avenue;Vernon;48636;90058;34.0049175;-118.2252469;6493401.77062181;1824246.42527457
157234439;-118.044055757305628;34.052341166753351;California Jerky Company;10415 Rush Street;South El Monte;48637;91733;34.0523412;-118.0440557;6548325.3379398;1841431.28952681
157234440;-118.334938055577112;33.986003166642256;Jolly Good Meat Products;5956 West Boulevard;Los Angeles;48638;90043;33.9860032;-118.334938;6460133.40441589;1817455.79712357
157234441;-118.191923556388574;34.003301166627296;Inland Cold Storage Incorporated;4100 Bandini Boulevard;Vernon;48639;90058;34.0033012;-118.1919235;6503500.3980623;1823637.26376323
157234442;-118.203454456030258;34.003197767032816;King Meat Incorporated;4215 Exchange Avenue;Vernon;48640;90058;34.0031978;-118.2034544;6500005.43589213;1823606.50791922
157234443;-118.000437257446009;34.136288867232935;Burnett And Son Meat Company Incorporated;1420 South Myrtle Avenue;Monrovia;48641;91016;34.1362889;-118.0004372;6561538.02673747;1871978.51583381
157234444;-118.218877956800597;34.005867066556441;Clougherty Packing Company;3049 East Vernon Avenue;Vernon;48642;90058;34.0058671;-118.2188779;6495332.85698272;1824587.73856831
157234445;-118.116966456887383;33.919348267115311;Fireside Custom Foods;9856 Everest Street;Downey;48643;90242;33.9193483;-118.1169664;6526183.5180503;1793050.1110269
157234446;-118.21438425582464;33.93866906691359;Bangkok Meatball Company;10501 Long Beach Boulevard;Lynwood;48644;90262;33.9386691;-118.2143842;6496642.64865448;1800130.0811189
157234447;-118.220227656002308;34.012391366787462;Square H Brands Incorporated;2731 South Soto Street;Los Angeles;48645;90023;34.0123914;-118.2202276;6494928.99296105;1826962.95166564
157234448;-118.224177856163763;34.041917767182262;R-Dub Foods;430 South Anderson Street;Los Angeles;48646;90033;34.0419178;-118.2241778;6493755.82634413;1837710.8166528
157234449;-118.2400705568284;34.107301767072173;Serv-Rite Meat Company Incorporated;2515 San Fernando Road;Los Angeles;48647;90065;34.1073018;-118.2400705;6488997.98152913;1861516.35368732
157234450;-118.490836856272878;34.024852566474628;J And T European Gourmet Food;1128 Wilshire Boulevard;Santa Monica;48648;90401;34.0248526;-118.4908368;6412941.81671263;1831787.84588723
157234451;-118.214369556044517;33.782022167335178;Weightmasters Murphy Incorporated;1601 West 12Th Street;Long Beach;48649;90813;33.7820222;-118.2143695;6496525.53176272;1743122.48712906
157234452;-118.223558856827225;34.040354867332333;R W Zant Company Doing Business As Commodity Sales Company;517 Clarence Street;Los Angeles;48650;90033;34.0403549;-118.2235588;6493942.08647031;1837141.63045523
157234453;-118.266504756284462;34.135074466294775;Konanyan Meat Company Incorporated;4525 Alger Street;Los Angeles;48651;90039;34.1350745;-118.2665047;6481022.8327813;1871643.48074272
157234454;-118.232972355811782;34.029878066904267;Pegasus Foods Incorporated;1111 South Mateo Street;Los Angeles;48652;90021;34.0298781;-118.2329723;6491081.38877964;1833335.40217531
157234455;-118.231783756416135;34.035296466764329;Sweety Novelty Incorporated Doing Business As Shine Food;684 South Mateo Street;Los Angeles;48653;90021;34.0352965;-118.2317837;6491446.07210539;1835306.42743273
157234456;-118.243105356240861;34.038449267169391;Sunny California Poultry;1001 East 7Th Street;Los Angeles;48654;90021;34.0384493;-118.2431053;6488018.71183413;1836461.89296956
157234457;-118.167963655972187;33.880297867505249;Paris Croissants Limited Liability Company;6890 Cherry Avenue;Long Beach;48655;90805;33.8802979;-118.1679636;6510687.57922597;1778860.70502256
157234458;-118.176079256036317;34.040312666837913;Rex Meat Company;4158 East Cesar E Chavez Avenue;Los Angeles;48656;90063;34.0403127;-118.1760792;6508326.22240014;1837097.67909956
157234459;-117.982112256794537;34.030964867530763;Lee Kum Kee Usa Foods Incorporated;14455 Don Julian Road;City Of Industry;48657;91746;34.0309649;-117.9821122;6567090.1389928;1833649.59314798
157234460;-117.95746375694263;34.012475467631184;D And D Poultry;16009 East Phoenix Drive;Industry;48658;91745;34.0124755;-117.9574637;6574561.21525797;1826923.17582656
157234461;-118.309284056619845;33.978938267241212;Finewell Foods Incorporated;6601 South Western Avenue;Los Angeles;48659;90047;33.9789383;-118.309284;6467902.51387763;1814859.82298481
157234462;-118.379281755995322;34.195097866980667;Eureka Sausage Incorporated;6835 North Tujunga Avenue;North Hollywood;48660;91605;34.1950979;-118.3792817;6446977.7296118;1893596.56019606
157234463;-118.138973456881146;33.966138766916785;Unibright Foods Incorporated;7101 Scout Avenue;Bell Gardens;48661;90201;33.9661388;-118.1389734;6519530.28923081;1810086.68850222
157234464;-118.378175156058106;34.193270066218481;Mediterranean Best Food;6745 Bakman Avenue;North Hollywood;48662;91606;34.1932701;-118.3781751;6447309.8549318;1892930.13436356
157234465;-118.33656915605161;34.025748567004669;Petes Food Products;3701 West Jefferson Boulevard;Los Angeles;48663;90016;34.0257486;-118.3365691;6459687.36659405;1831921.5290188
157234466;-118.04323875615168;33.916235167300933;Paloma Mexican Foods Corporation;13538 Imperial Highway;Santa Fe Springs;48664;90670;33.9162352;-118.0432387;6548551.51301238;1791899.35873523
157234467;-118.557601956268854;34.232221366635414;Barbara Radwin Corporation;19441 Business Center Drive;Northridge;48665;91324;34.2322214;-118.5576019;6393130.13816021;1907357.56056115
157234468;-118.236107056216809;33.992376967015154;Preferred Freezer Services - Vernon;2050 East 55Th Street;Vernon;48666;90058;33.992377;-118.236107;6490099.54264621;1819690.24573864
157234469;-118.230321756803164;34.06576586691947;Custom Processors Incorporated;1457 North Main Street;Los Angeles;48667;90012;34.0657659;-118.2303217;6491914.4251713;1846393.78846006
157234470;-118.22644375685006;33.994446866971963;Pacific Prime Incorporated;2534 East 53Rd Street;Huntington Park;48668;90255;33.9944469;-118.2264437;6493030.45705996;1820436.78361565
157234471;-118.148706956470576;33.971471067417838;Wei Chuan Usa Incorporated;6655 South Garfield Avenue;Bell Gardens;48669;90201;33.9714711;-118.1487069;6516581.73344813;1812031.44740798
