OBJECTID;X;Y;org_name;Name;addrln1;city;post_id;zip;latitude;longitude;POINT_X;POINT_Y
157249011;-118.11117585659747;33.752795167371794;US Geological Survey (USGS) & LA County;Long Beach Marina;;;24188;;33.7527952;-118.1111758;6527873.30896205;1732435.16303131
157253327;-118.284602221216275;33.711221273369958;LA City Department Recreation and Parks;Cabrillo Beach and Marine Aquarium;;;;;33.71122131;-118.28460217;6475109.60543455;1717408.99688947
157253328;-118.284602221216275;33.711221273369958;LA City Department Recreation and Parks;Cabrillo Beach and Marine Aquarium;;;;;33.71122131;-118.28460217;6475109.60543455;1717408.99688947
157253329;-118.284602221216275;33.711221273369958;LA City Department Recreation and Parks;Cabrillo Beach and Marine Aquarium;;Los Angeles;;;33.71122131;-118.28460217;6475109.60543455;1717408.99688947
157253330;-118.284602221216275;33.711221273369958;LA City Department Recreation and Parks;Cabrillo Beach and Marine Aquarium;;Los Angeles;;;33.71122131;-118.28460217;6475109.60543455;1717408.99688947
157253331;-118.284602221216275;33.711221273369958;LA City Department Recreation and Parks;Cabrillo Beach and Marine Aquarium;3800 Stephen M. White Drive;;;;33.71122131;-118.28460217;6475109.60543455;1717408.99688947
157253332;-118.284602221216275;33.711221273369958;LA City Department Recreation and Parks;Cabrillo Beach and Marine Aquarium;3800 Stephen M. White Drive;;;;33.71122131;-118.28460217;6475109.60543455;1717408.99688947
157253333;-118.284602221216275;33.711221273369958;LA City Department Recreation and Parks;Cabrillo Beach and Marine Aquarium;3800 Stephen M. White Drive;Los Angeles;;;33.71122131;-118.28460217;6475109.60543455;1717408.99688947
157253334;-118.284602221216275;33.711221273369958;LA City Department Recreation and Parks;Cabrillo Beach and Marine Aquarium;3800 Stephen M. White Drive;Los Angeles;;;33.71122131;-118.28460217;6475109.60543455;1717408.99688947
157259972;-118.933396393543177;34.045583376414818;California State Parks;Leo Carillo Beach State Park;;Malibu;;90265;34.04558341;-118.93339634;6278914.79834989;1840281.89845289
157259975;-118.892090376385624;34.04072938980817;California State Parks;Robert H. Meyer Memorial State Beach;;Malibu;;90265;34.04072942;-118.89209032;6291411.69560014;1838401.88416831
157259978;-118.446157034715966;33.974563915732986;Loyola Marymount University Boathouse;Loyola Marymount University Boathouse;13669 Fiji Way;Marina del Rey;;90292;33.97456395;-118.44615698;6426398.93054639;1813423.85341582
157259988;-118.443217333465597;33.975502573163098;The Boat Yard;The Boat Yard;13555 Fiji Way;Marina del Rey ;;90292;33.97550261;-118.44321728;6427291.72600488;1813761.50431532
157259994;-118.446092662321377;33.979924353235674;Marina del Rey Marina;Marina del Rey Marina (at Marina del Rey Hotel);13534 Bali Way;Marina del Rey;;90292;33.97992439;-118.44609261;6426427.10503072;1815374.52372706
157260006;-118.453109320061472;33.97900798727165;Panay Way Marina;Panay Way Marina;13953 Panay Way;Marina del Rey;;90292;33.97900802;-118.45310926;6424298.35502313;1815050.5571834
157260009;-118.451907690311344;33.979025780626735;Dophin Marina;Dolphin Marina;13900 Panay Way;Marina del Rey;;90292;33.97902581;-118.45190763;6424662.68729971;1815055.39247556
157260012;-118.454825933356162;33.976445667441915;Villa del Mar Marina Apartments;Villa del Mar Marina Apartments;13999 Marquesas Way;Marina del Rey;;90292;33.9764457;-118.45482588;6423773.70285723;1814120.4350279
157260015;-118.4460497453275;33.982442084552986;California Yacht Club;California Yacht Club;4469 Admiralty Way;Marina del Rey;;90292;33.98244212;-118.44604969;6426444.1820963;1816290.7121834
157260030;-118.440470751330082;33.976534638762416;Los Angeles County Department of Beaches and Harbors;Trailerable Boat Launch Ramp;13837 Fiji Way ;Marina del Rey;;90292;33.97653467;-118.4404707;6428126.09999231;1814133.43073681
157260033;-118.443882520402113;33.981072021276972;Catalina Yacht Anchorage;Catalina Yacht Anchorage;13505 Bali Way;Marina del Rey;;90292;33.98107205;-118.44388247;6427099.00034048;1815789.21384256
157260077;-118.186878618167029;33.761276855750289;Shoreline Marina;Downtown Shoreline Marina;450 E. Shoreline Dr.;Long Beach;59510;90802;33.76127689;-118.18687856;6504865.71357314;1735556.01210456
157260080;-118.555966230706346;33.433705232400463;Catalina Island Chamber of Commerce;Ribbon Beach;;;;;33.43370527;-118.55596618;6392017.22207896;1616756.20574139
157260082;-118.58112835515125;34.039621956336582;Los Angeles County Department of Beaches and Harbors;Topanga Beach;18700 Pacific Coast Highway;Los Angeles;;90290;34.03962199;-118.5811283;6385613.93468872;1837308.51496398
157260089;-118.112640437224044;33.750320548477987;LA County;Alamitos Bay Marina;205 Marina Dr.;Long Beach;59516;90803;33.75032058;-118.11264038;6527427.07297789;1731535.07198372
157260092;-118.522803838013843;33.461968060969745;Catalina Island Chamber of Commerce;Sullivans Beach;;;;;33.46196809;-118.52280378;6402190.13414781;1626988.02451657
157260101;-118.435455020648092;33.930709602087511;Los Angeles County Department of Beaches and Harbors;Dockweiler State Beach;12001 Vista Del Mar;Playa Del Rey;;90293;33.93070963;-118.43545496;6429574.54099305;1797450.23542872
157260106;-118.433936889118485;33.426230092089831;Catalina Island Chamber of Commerce;Empire Landing;;Avalon;;;33.42623012;-118.43393683;6429242.47604039;1613852.28471197
157260109;-118.390672858462111;33.839168905166787;City of Redondo Beach;Redondo Beach and Pier;400 - 1700 Esplanade;Redondo Beach;;90277;33.83916894;-118.3906728;6443029.71487005;1764080.8103698
157260114;-118.148399656421049;33.756684367439398;Belmont Pier;Belmont Veterans Memorial Pier;;Long Beach;;;33.7566844;-118.1483996;6516559.51039547;1733865.16673298
157260117;-118.522782380767211;33.462352933774724;Catalina Island Chamber of Commerce;Howland Landing;;;;;33.46235297;-118.52278233;6402197.40808339;1627128.06262231
157260120;-118.353685055174864;33.374750268345693;Catalina Island Chamber of Commerce;Bannings Beach;;;;;33.3747503;-118.353685;6453667.51183589;1595020.15013222
157260122;-118.819799477621942;34.016055104810711;Los Angeles County Department of Beaches and Harbors;Zuma Beach;30050 Pacific Coast Highway;Malibu;;90501;33.81317039;-118.39107513;6442870.72339013;1754619.80370131
157260131;-118.412575777917411;33.884132973291344;Los Angeles County Department of Beaches and Harbors;Manhattan Beach, Pier, Roundhouse Aquarium;400-500  The Strand;Manhattan Beach;;90266;33.88413301;-118.41257572;6436445.37469231;1780470.78808847
157260135;-118.742063454924917;34.033142616961889;Los Angeles County Department of Beaches and Harbors;Dan Blocker Beach;26000 Pacific Coast Highway;Malibu;;90265;34.0391736;-118.59859228;6380322.20380239;1837176.38727547
157260173;-118.915130551180525;34.043254208135728;Los Angeles County Department of Beaches and Harbors;Nicholas Canyon Beach;33850 Pacific Coast Highway;Malibu;;90265;34.04325424;-118.9151305;6284440.23349322;1839383.42452806
157260177;-118.808823879639377;34.002714666352169;Los Angeles County Department of Beaches and Harbors;Point Dume Beach;7103 Westward Beach Rd.;Malibu;;90265;34.0027147;-118.80882382;6316525.3783123;1824354.58385089
157260182;-118.409700449471302;33.743040974318518;Los Angeles County Department of Beaches and Harbors;Point Vicente;Palos Verdes Dr. & Hawthorne Blvd.;Palos Verdes;;90275;33.74304101;-118.40970039;6437108.80479589;1729120.47838773
157260190;-118.318033274177267;33.71608511556007;Los Angeles County Department of Beaches and Harbors;White Point - Royal Palms;1799 Paseo Del Mar;San Pedro;;90732;33.71608515;-118.31803322;6464947.30292456;1719209.57399698
157211063;-118.557580154607606;33.006977868316746;US Geological Survey (USGS);Wilson Cove;;;24936;;33.0069779;-118.5575801;6390663.18640122;1461444.13939765
157211064;-118.385074254806781;32.822816068541243;US Geological Survey (USGS);Pyramid Cove;;;24937;;32.8228161;-118.3850742;6443312.79862148;1394159.71753632
157211065;-118.399796955128778;32.860037268689553;US Geological Survey (USGS);Mosquito Cove;;;24938;;32.8600373;-118.3997969;6438841.49916513;1407726.58049439
157211140;-118.128954455784012;33.75446186776783;US Geological Survey (USGS);Alamitos Bay;;;25027;;33.7544619;-118.1289544;6522469.4624863;1733048.17952181
157248658;-118.255070556198035;33.726130367131944;US Geological Survey (USGS);San Pedro Bay;;;25097;;33.7261304;-118.2550705;6484105.30365047;1722810.75544289
157211066;-118.517028557003329;34.744704065463146;US Geological Survey (USGS);Los Angeles Aqueduct;;;24939;;34.7447041;-118.5170285;6406353.01033647;2093794.05612573
157211067;-118.652588755843908;34.806089865680882;US Geological Survey (USGS);Governor Edmund G Brown California Aqueduct;;;24940;;34.8060899;-118.6525887;6365775.76931264;2116370.99489564
157211087;-118.421747857060097;34.707483665503574;US Geological Survey (USGS);Myrick Siphon;;;24967;;34.7074837;-118.4217478;6434918.66974047;2080114.79280189
157211091;-118.382580157229256;34.687484665567702;US Geological Survey (USGS);Willow Siphon;;;24972;;34.6874847;-118.3825801;6446662.32833973;2072789.48953915
157211097;-118.183407856609065;34.584711566460776;US Geological Survey (USGS);Leona Siphon;;;24978;;34.5847116;-118.1834078;6506467.47185256;2035218.96658322
157211100;-118.778703355623108;34.767202665127229;US Geological Survey (USGS);Lower Quail Canal;;;24981;;34.7672027;-118.7787033;6327809.65659672;2102488.47869748
157211105;-118.799259655759471;34.713594164994092;US Geological Survey (USGS);Gorman Creek Siphon;;;24986;;34.7135942;-118.7992596;6321481.17351881;2083027.6176849
157211106;-118.187852357248502;34.591100166405688;US Geological Survey (USGS);Ritter Siphon;;;24987;;34.5911002;-118.1878523;6505134.09394188;2037546.41009106
157211107;-118.791203856349014;34.691095165630507;US Geological Survey (USGS);Side Hill Siphon;;;24988;;34.6910952;-118.7912038;6323837.55791363;2074820.62556873
157211108;-118.725646155913211;34.78720166563798;US Geological Survey (USGS);Governor Edmund G Brown West Branch California Aqueduct;;;24989;;34.7872017;-118.7256461;6343796.08361331;2109647.40598065
157211109;-118.797037356175466;34.701650265252944;US Geological Survey (USGS);Hungry Valley Siphon;;;24990;;34.7016503;-118.7970373;6322114.52625471;2078675.6874124
157211110;-118.329522957169132;34.662763565956908;US Geological Survey (USGS);Johnson Siphon;;;24991;;34.6627636;-118.3295229;6462582.37917672;2063736.29209439
157211114;-118.650921756164053;34.583044665538338;US Geological Survey (USGS);Tailrace Canal;;;24995;;34.5830447;-118.6509217;6365750.51444189;2035196.33441064
157211121;-118.405077356186538;33.987512067049821;US Geological Survey (USGS);Centinela Creek Channel;;;25005;;33.9875121;-118.4050773;6438872.89477164;1818083.18136747
157211126;-118.327296256493071;33.900570467389294;US Geological Survey (USGS);Dominguez Channel;;;25012;;33.9005705;-118.3272962;6462348.78417148;1786357.4885854
157211141;-118.495640656440798;34.291112465893612;US Geological Survey (USGS);Chatsworth Hi-Line Aqueduct;;;25028;;34.2911125;-118.4956406;6411964.01256588;1928690.72458765
157211144;-118.318966556147615;34.182783467030731;US Geological Survey (USGS);Burbank Western Channel;;;25031;;34.1827835;-118.3189665;6465202.41035397;1889051.80156906
157211148;-117.844230357204992;34.47777346627467;US Geological Survey (USGS);Big Rock Siphon;;;25036;;34.4777735;-117.8442303;6608614.85351539;1996287.66419664
157211150;-118.273965556562288;34.240003366207134;US Geological Survey (USGS);Blanchard Canyon Channel;;;25038;;34.2400034;-118.2739655;6478869.18649806;1909834.93880847
157211153;-118.607309655923899;34.511936665505495;US Geological Survey (USGS);Castaic Valley Siphon;;;25042;;34.5119367;-118.6073096;6378720.73128356;2009236.71638247
157211154;-118.43980535603994;34.252780666473711;US Geological Survey (USGS);Pacoima Diversion Channel;;;25043;;34.2527807;-118.4398053;6428767.69811855;1914662.74148881
157211168;-118.255075856767348;34.233336966545963;US Geological Survey (USGS);Dunsmore Canyon Channel;;;25058;;34.233337;-118.2550758;6484572.08913422;1907393.89939922
157211169;-118.243686457058956;34.225559566996225;US Geological Survey (USGS);Eagle Canyon Channel;;;25059;;34.2255596;-118.2436864;6488007.73711856;1904555.03073314
157211173;-118.464523055357631;33.979733467124518;US Geological Survey (USGS);Grand Canal;;;25063;;33.9797335;-118.464523;6420839.22578655;1815330.36666314
157211182;-118.357301856514368;34.231114766067662;US Geological Survey (USGS);La Tuna Canyon Lateral;;;25072;;34.2311148;-118.3573018;6453670.88617297;1906679.32504098
157211185;-118.265631856655176;34.242225466425857;US Geological Survey (USGS);Cooks Canyon Channel;;;25075;;34.2422255;-118.2656318;6481390.02824114;1910636.83812331
157211189;-117.970620156771773;34.001123067440119;US Geological Survey (USGS);Hacienda Channel;;;25080;;34.0011231;-117.9706201;6570575.29573639;1822790.37995832
157211190;-118.226185657098853;34.215004466674408;US Geological Survey (USGS);Halls Canyon Channel;;;25081;;34.2150045;-118.2261856;6493289.30267088;1900701.4843064
157211196;-118.411744255765512;33.995289667239682;US Geological Survey (USGS);Sepulveda Channel;;;25087;;33.9952897;-118.4117442;6436863.45817372;1820921.79904981
157211205;-118.04812175708696;33.949179967662239;US Geological Survey (USGS);Sorensen Avenue Drain;;;25098;;33.94918;-118.0481217;6547075.72757813;1803889.37904648
157211211;-118.011177256339764;34.032232967552538;US Geological Survey (USGS);San Jose Creek Diversion Channel;;;25104;;34.032233;-118.0111772;6558283.80982073;1834110.78546706
157211213;-118.234241456101159;34.215004466573944;US Geological Survey (USGS);Pickens Canyon Channel;;;25107;;34.2150045;-118.2342414;6490853.85675439;1900707.06205115
157211228;-117.996457457315159;34.51777066601602;US Geological Survey (USGS);Little Rock Ditch;;;25125;;34.5177707;-117.9964574;6562737.44559847;2010807.19191606
157211230;-118.004513257191803;34.514715166102519;US Geological Survey (USGS);Little Rock Siphon;;;25127;;34.5147152;-118.0045132;6560310.77361456;2009695.23613472
157211234;-118.032569857432037;34.52777006648963;US Geological Survey (USGS);Cheseboro Siphon;;;25141;;34.5277701;-118.0325698;6551860.60514747;2014447.77813882
157211235;-117.89812085769681;34.478884066179766;US Geological Survey (USGS);Fort Tejon Siphon;;;25144;;34.4788841;-117.8981208;6592373.39518473;1996671.02005723
157211242;-118.012566456617279;34.169727867260455;US Geological Survey (USGS);Mwd Upper Feeder;;;25154;;34.1697279;-118.0125664;6557869.15645055;1884147.81531405
157211243;-118.310078156539234;34.258335866710517;US Geological Survey (USGS);Haines Canyon Channel;;;25155;;34.2583359;-118.3100781;6467975.41629089;1916538.14456214
157211245;-117.689500057077737;34.136397467107564;US Geological Survey (USGS);San Antonio Creek Channel;;;25157;;34.1363975;-117.6895;6655629.79623072;1872163.16408657
157211252;-118.045625756775877;34.5208258659639;US Geological Survey (USGS);Palmdale Ditch;;;25166;;34.5208259;-118.0456257;6547927.14549471;2011922.14998798
157211254;-118.103961057185884;34.535547266217705;US Geological Survey (USGS);Soledad Siphon;;;25168;;34.5355473;-118.103961;6530361.18587606;2017292.68649098
157211299;-118.365357755946022;34.23639236680043;US Geological Survey (USGS);Hansen Heights Channel;;;25221;;34.2363924;-118.3653577;6451242.87003164;1908608.67977805
157201810;-118.489657256377953;34.16618286695396;US Geological Survey (USGS);Sepulveda Dam;Ca;;13563;;34.1661829;-118.4896572;6413549.79023422;1883218.25778998
157201811;-118.473705456468068;34.166808966886876;US Geological Survey (USGS);Sepulveda Dam;;Los Angeles;13564;;34.166809;-118.4737054;6418376.22218239;1883422.9811338
157201812;-118.189239356885068;34.146118467041823;US Geological Survey (USGS);Eagle Rock 6-041 Dam;;Los Angeles;13565;;34.1461185;-118.1892393;6504411.79551771;1875609.58337481
157201813;-118.336190256512126;34.25694706683641;US Geological Survey (USGS);Green Verdugo 6-043 Dam;;Los Angeles;13566;;34.2569471;-118.3361902;6460083.57807197;1916058.10221514
157201814;-118.473771955707406;34.166769666962182;US Geological Survey (USGS);Sepulveda Dam;;Los Angeles;13567;;34.1667697;-118.4737719;6418356.03915189;1883408.77414122
157201815;-118.514250256068053;34.148339266916594;US Geological Survey (USGS);Encino 6-007 Dam;;Los Angeles;13568;;34.1483393;-118.5142502;6406077.28844696;1876761.88126706
157201816;-118.81340595499303;34.098382066040969;US Geological Survey (USGS);Rocky Oaks Dam;;;13569;;34.0983821;-118.8134059;6315418.36379406;1859179.88460697
157201817;-117.772835857348838;34.154729667414287;US Geological Survey (USGS);San Dimas 32-010 Dam;;;13570;;34.1547297;-117.7728358;6630396.77419031;1878767.12331957
157201818;-117.860339056878018;34.206394166813325;US Geological Survey (USGS);San Gabriel Dam;;;13571;;34.2063942;-117.860339;6603897.38066688;1897520.44572097
157201819;-118.019248156767844;34.183994466473663;US Geological Survey (USGS);Big Santa Anita;;Monrovia;13572;;34.1839945;-118.0192481;6555849.02433597;1889340.00899789
157201820;-118.630921655906945;34.22667066673344;US Geological Survey (USGS);Chatsworth 6-004 Dam;;Los Angeles;13573;;34.2266707;-118.6309216;6370956.19497539;1905468.61945714
157201821;-117.880895056906397;34.17333996655595;US Geological Survey (USGS);Morris 35-005 Dam;;;13574;;34.17334;-117.880895;6597696.45015539;1885483.43239348
157201822;-117.992565756972652;34.168339066484549;US Geological Survey (USGS);Sawpit Debris Dam;;Monrovia;13575;;34.1683391;-117.9925657;6563919.1413978;1883642.25136456
157201823;-118.607031755910739;34.519436366117972;US Geological Survey (USGS);Castaic Lake Dam;;;13576;;34.5194364;-118.6070317;6378820.92891781;2011965.4760168
157201824;-118.054303656312754;34.020555566835945;US Geological Survey (USGS);Whittier Narrows Dam;;Pico Rivera;13577;;34.0205556;-118.0543036;6545214.88024998;1829865.40255365
157201825;-118.082846156556357;34.020011967489808;US Geological Survey (USGS);Whittier Narrows Dam;;;13578;;34.020012;-118.0828461;6536565.57471398;1829673.47610022
157201826;-117.808948357752485;34.170006766710067;US Geological Survey (USGS);Big Dalton 32-000 Dam;;Glendora;13579;;34.1700068;-117.8089483;6619460.71502572;1884303.99840064
157201827;-117.987565556812413;34.175005566988787;US Geological Survey (USGS);Sawpit 32-012 Dam;;Monrovia;13580;;34.1750056;-117.9875655;6565431.3608143;1886068.46140714
157201828;-117.972564956627437;34.115841067379094;US Geological Survey (USGS);Santa Fe Dam;;Irwindale;13581;;34.1158411;-117.9725649;6569974.43538955;1864538.31745964
157201829;-118.385455556245205;34.260756166257586;US Geological Survey (USGS);Hansen Dam;;Los Angeles;13582;;34.2607562;-118.3854555;6445202.4437923;1917497.72958523
157201830;-118.175905756400908;34.18528346664727;US Geological Survey (USGS);Devils Gate 32-003 Dam;;Pasadena;13583;;34.1852835;-118.1759057;6508471.1085933;1889855.08933257
157201831;-118.396470355892006;34.33472166668183;US Geological Survey (USGS);Pacoima Dam;;;13584;;34.3347217;-118.3964703;6441980.43678489;1944427.87946498
157201832;-118.077568856568931;34.171672567086937;US Geological Survey (USGS);Sierra Madre Villa Debris Dam;;Pasadena;13585;;34.1716726;-118.0775688;6538207.33717847;1884864.34144007
157201833;-117.881173057679916;34.174728367339313;US Geological Survey (USGS);Morris Dam;;;13586;;34.1747284;-117.881173;6597611.76495731;1885988.59673747
157201834;-118.409248556014305;34.303889666785459;US Geological Survey (USGS);Lopez Dam;;Los Angeles;13587;;34.3038897;-118.4092485;6438077.18179613;1933223.09117906
157201835;-118.115905857503662;34.526658665824762;US Geological Survey (USGS);Harold Reservoir 57-002 Dam;;;13588;;34.5266587;-118.1159058;6526760.13402306;2014061.8501049
157201836;-118.323127656343956;33.772517267681138;US Geological Survey (USGS);Palos Verdes Reservoir 35-004 Dam;;Rolling Hills Estates;13589;;33.7725173;-118.3231276;6463463.97977573;1739751.76618023
157201837;-118.297576856775919;34.185005666797423;US Geological Survey (USGS);Reservoir Number 4 4-006 Dam;;Burbank;13590;;34.1850057;-118.2975768;6471673.86460264;1889840.65727481
157201838;-118.299243656859829;34.195005266867319;US Geological Survey (USGS);Reservoir Number 1 4-004 Dam;;Burbank;13591;;34.1950053;-118.2992436;6471180.60738705;1893481.17295964
157201839;-118.410912655545246;34.095008466940399;US Geological Survey (USGS);Lower Franklin 6-014 Dam;;Los Angeles;13592;;34.0950085;-118.4109126;6437263.8789608;1857210.09195864
157201840;-118.384247256526606;34.576656066083444;US Geological Survey (USGS);Bouquet Canyon 6-031 Dam;;;13593;;34.5766561;-118.3842472;6446006.99992597;2032458.07184257
157201841;-118.265352556074305;34.092232166651002;US Geological Survey (USGS);Silver Lake 6-051 Dam;;Los Angeles;13594;;34.0922322;-118.2653525;6481330.34364922;1856051.50339656
157201842;-117.745334857564615;34.13334166727762;US Geological Survey (USGS);Live Oak Canyon Dam;;;13595;;34.1333417;-117.7453348;6638736.65317981;1871003.60538206
157201843;-118.56758335536415;34.073340966386056;US Geological Survey (USGS);Santa Ynez Canyon 6-047 Dam;;Los Angeles;13596;;34.073341;-118.5675833;6389786.72063448;1849555.87301515
157201844;-118.452580856081184;34.106674366946557;US Geological Survey (USGS);Stone Canyon 6-025 Dam;;Los Angeles;13597;;34.1066744;-118.4525808;6424667.75782764;1861509.67391065
157201845;-118.83592625479794;34.13167256596563;US Geological Survey (USGS);Westlake Reservoir 1073 Dam;;Westlake Village;13598;;34.1316726;-118.8359262;6308701.43300222;1871350.43178815
157201846;-118.249241656575435;34.168339966913713;US Geological Survey (USGS);Diederich Reservoir 5-006 Dam;;Glendale;13599;;34.16834;-118.2492416;6486276.85836247;1883735.96475981
157201847;-118.412352456236675;34.100386266319276;US Geological Survey (USGS);L Franklin No 2;;Los Angeles;13600;;34.1003863;-118.4123524;6436836.00087956;1859168.94269973
157201848;-117.683481557806928;34.157656066998648;US Geological Survey (USGS);San Antonio Dam;;;13601;;34.1576561;-117.6834815;6657426.66862123;1879905.19945548
157201849;-118.764258055960411;34.644985965735415;US Geological Survey (USGS);Pyramid 1-066 Dam;;;13602;;34.644986;-118.764258;6331809.61611646;2057977.93550089
157201850;-118.090624756611263;34.169172766915388;US Geological Survey (USGS);Eaton Wash Dam;;Pasadena;13603;;34.1691728;-118.0906247;6534257.37296556;1883957.92297731
157201851;-118.479251155669402;34.285001566560055;US Geological Survey (USGS);Lower San Fernando 6-015 Dam;;Los Angeles;13604;;34.2850016;-118.4792511;6416903.75629531;1926442.87508073
157201852;-118.331188356049822;34.117786066999365;US Geological Survey (USGS);Mulholland 6-017 Dam;;Los Angeles;13605;;34.1177861;-118.3311883;6461428.14001539;1865410.14183147
157201853;-118.229240156658875;34.078343966658061;US Geological Survey (USGS);Elysian 6-006 Dam;;Los Angeles;13606;;34.078344;-118.2292401;6492252.4402433;1850970.43875556
157201854;-118.115902957080365;34.050010966950929;US Geological Survey (USGS);Garvey 35-006 Dam;;Monterey Park;13607;;34.050011;-118.1159029;6526561.00351581;1840600.60057139
157201855;-118.410913055567562;34.120007566731147;US Geological Survey (USGS);Upper Franklin 6-027 Dam;;Los Angeles;13608;;34.1200076;-118.410913;6437300.94844048;1866307.65512832
157201856;-118.761409055911216;34.773113464940387;US Geological Survey (USGS);Quail;;;13609;;34.7731135;-118.761409;6333019.68554673;2104599.77664022
157201857;-118.277576956854489;34.260002466279438;US Geological Survey (USGS);Haines Canyon Debris Dam;;Los Angeles;13610;;34.2600025;-118.2775769;6477797.80642296;1917115.94097872
157201858;-118.022013656942477;34.485827265972084;US Geological Survey (USGS);Little Rock-Palmdale Dam;;;13611;;34.4858273;-118.0220136;6555036.69033071;1999182.96910156
157201859;-118.187573656691896;34.29333436658262;US Geological Survey (USGS);Big Tujunga Number 1 32-006 Dam;;;13612;;34.2933344;-118.1875736;6505015.76150139;1929183.08547956
157201860;-117.80867035677926;34.090287266905435;US Geological Survey (USGS);Puddingstone 32-009 Dam;;San Dimas;13613;;34.0902873;-117.8086703;6619600.02970771;1855292.81429714
157201861;-118.527585156395887;34.481660366080447;US Geological Survey (USGS);Dry Canyon 6-005 Dam;;;13614;;34.4816604;-118.5275851;6402679.35003288;1998083.05857173
157201862;-118.522584856815442;34.529991565549672;US Geological Survey (USGS);Drinkwater 6-016 Dam;;;13615;;34.5299916;-118.5225848;6404277.6496578;2015663.77898765
157201863;-118.061457157232624;34.172505767058873;US Geological Survey (USGS);Bailey Debris Basin;;Sierra Madre;13616;;34.1725058;-118.0614571;6543080.9842553;1885164.18795323
157201864;-118.270909956509286;34.253336066927503;US Geological Survey (USGS);Blanchard Db;;Los Angeles;13617;;34.2533361;-118.2709099;6479805.76106846;1914684.42976564
157201865;-118.275909456894667;34.185005766369763;US Geological Survey (USGS);Brand Debris Dam;;Glendale;13618;;34.1850058;-118.2759094;6478226.74191681;1889822.00048798
157201866;-118.327578656850392;34.236670166112312;US Geological Survey (USGS);La Tuna Debris Dam;;Los Angeles;13619;;34.2366702;-118.3275786;6462661.69201022;1908670.41784357
157201867;-117.837560456857418;34.156673766902998;US Geological Survey (USGS);Little Dalton Debris Dam;;Glendora;13620;;34.1566738;-117.8375604;6610813.81663714;1879436.66495948
157201868;-118.587584255250448;34.093340366664904;US Geological Survey (USGS);J W Wisda 1-067 Dam;;;13621;;34.0933404;-118.5875842;6383772.37767631;1856868.71337631
157201869;-118.492584956043203;34.303334166241832;US Geological Survey (USGS);Upper San Fernando 6-028 Dam;;Los Angeles;13622;;34.3033342;-118.4925849;6412908.76330106;1933133.8367644
157201870;-118.335910756362296;34.125007967139844;US Geological Survey (USGS);Upper Hollywood 6-029 Dam;;Los Angeles;13623;;34.125008;-118.3359107;6460007.57888013;1868043.05323231
157201871;-118.487584856604741;34.295001166447186;US Geological Survey (USGS);Channel Diversion Dike 6-039 Dam;;Los Angeles;13624;;34.2950012;-118.4875848;6414404.08084847;1930093.97735856
157201872;-118.330911756069753;34.210004566172856;US Geological Survey (USGS);Reservoir Number 5 4-007 Dam;;Burbank;13625;;34.2100046;-118.3309117;6461622.34041439;1898969.6764183
157201873;-118.274242655987806;34.185005766972232;US Geological Survey (USGS);Brand Park 5-000 Dam;;Glendale;13626;;34.1850058;-118.2742426;6478730.83310021;1889820.62122564
157201874;-118.282576256276755;34.17833936665555;US Geological Survey (USGS);10Th And Western 5-004 Dam;;Glendale;13627;;34.1783394;-118.2825762;6476203.67968997;1887401.5876779
